!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
Michaelis constant	M_adp_c	R_RBK	mM	NaN	NaN	NaN	1e-06	1000	C00008	
Michaelis constant	M_adp_c	R_GLYK	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00847
Michaelis constant	M_adp_c	R_PYK	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00200
Michaelis constant	M_adp_c	R_ACKr	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00315
Michaelis constant	M_adp_c	R_PGK	mM	NaN	NaN	NaN	1e-06	1000	C00008	R01512
Michaelis constant	M_adp_c	R_RNDR1	mM	NaN	NaN	NaN	1e-06	1000	C00008	R02017
Michaelis constant	M_adp_c	R_ACCOAC	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00742
Michaelis constant	M_adp_c	R_UMPK	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00158
Michaelis constant	M_adp_c	R_CTPS2	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00573
Michaelis constant	M_adp_c	R_NDPK7	mM	NaN	NaN	NaN	1e-06	1000	C00008	R02326
Michaelis constant	M_adp_c	R_ADK1	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00127
Michaelis constant	M_adp_c	R_NDPK2	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00156
Michaelis constant	M_adp_c	R_NDPK4	mM	NaN	NaN	NaN	1e-06	1000	C00008	R02093
Michaelis constant	M_adp_c	R_HSK	mM	NaN	NaN	NaN	1e-06	1000	C00008	R01771
Michaelis constant	M_adp_c	R_DTMPK	mM	NaN	NaN	NaN	1e-06	1000	C00008	R02094
Michaelis constant	M_adp_c	R_NDPK1	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00330
Michaelis constant	M_adp_c	R_ASPK	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00480
Michaelis constant	M_adp_c	R_GLYCK2	mM	NaN	NaN	NaN	1e-06	1000	C00008	R08572
Michaelis constant	M_adp_c	R_PRAGSr	mM	NaN	NaN	NaN	1e-06	1000	C00008	R04144
Michaelis constant	M_adp_c	R_PRFGS	mM	NaN	NaN	NaN	1e-06	1000	C00008	
Michaelis constant	M_adp_c	R_AIRC2	mM	NaN	NaN	NaN	1e-06	1000	C00008	
Michaelis constant	M_adp_c	R_CBPS	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00575
Michaelis constant	M_adp_c	R_GLU5K	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00239
Michaelis constant	M_adp_c	R_ADSK	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00509
Michaelis constant	M_adp_c	R_SULabcpp	mM	NaN	NaN	NaN	1e-06	1000	C00008	
Michaelis constant	M_adp_c	R_ATPS4rpp	mM	NaN	NaN	NaN	1e-06	1000	C00008	
Michaelis constant	M_adp_c	R_GK1	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00332
Michaelis constant	M_adp_c	R_PRASCSi	mM	NaN	NaN	NaN	1e-06	1000	C00008	R04591
Michaelis constant	M_adp_c	R_RNDR1b	mM	NaN	NaN	NaN	1e-06	1000	C00008	
Michaelis constant	M_adp_c	R_RIBabcpp	mM	NaN	NaN	NaN	1e-06	1000	C00008	
Michaelis constant	M_adp_c	R_GLNabcpp	mM	NaN	NaN	NaN	1e-06	1000	C00008	
Michaelis constant	M_adp_c	R_ACGK	mM	NaN	NaN	NaN	1e-06	1000	C00008	R02649
Michaelis constant	M_adp_c	R_GNK	mM	NaN	NaN	NaN	1e-06	1000	C00008	R01737
Michaelis constant	M_adp_c	R_ATPM	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00086
Michaelis constant	M_adp_c	R_SHKK	mM	NaN	NaN	NaN	1e-06	1000	C00008	R02412
Michaelis constant	M_adp_c	R_GLNS	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00253
Michaelis constant	M_adp_c	R_SUCOAS	mM	NaN	NaN	NaN	1e-06	1000	C00008	R00405
Michaelis constant	M_adp_c	R_PRAIS	mM	NaN	NaN	NaN	1e-06	1000	C00008	
Michaelis constant	M_adp_c	R_PFK	mM	NaN	NaN	NaN	1e-06	1000	C00008	
Michaelis constant	M_adp_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000	C00008	
Michaelis constant	M_mal__L_c	R_ME1	mM	NaN	NaN	NaN	1e-06	1000	C00149	R00214
Michaelis constant	M_mal__L_c	R_MDH	mM	NaN	NaN	NaN	1e-06	1000	C00149	R00342
Michaelis constant	M_mal__L_c	R_FUM	mM	NaN	NaN	NaN	1e-06	1000	C00149	R01082
Michaelis constant	M_mal__L_c	R_MALS	mM	NaN	NaN	NaN	1e-06	1000	C00149	R00472
Michaelis constant	M_mal__L_c	R_ME2	mM	NaN	NaN	NaN	1e-06	1000	C00149	R00216
Michaelis constant	M_mal__L_c	R_MALt2_2pp	mM	NaN	NaN	NaN	1e-06	1000	C00149	
Michaelis constant	M_g3p_c	R_FBA	mM	NaN	NaN	NaN	1e-06	1000	C00661	R01068
Michaelis constant	M_g3p_c	R_TALA	mM	NaN	NaN	NaN	1e-06	1000	C00661	R01827
Michaelis constant	M_g3p_c	R_TKT1	mM	NaN	NaN	NaN	1e-06	1000	C00661	
Michaelis constant	M_g3p_c	R_TRPS3	mM	NaN	NaN	NaN	1e-06	1000	C00661	R02340
Michaelis constant	M_g3p_c	R_GAPD	mM	NaN	NaN	NaN	1e-06	1000	C00661	R01061
Michaelis constant	M_g3p_c	R_TKT2	mM	NaN	NaN	NaN	1e-06	1000	C00661	R01830
Michaelis constant	M_g3p_c	R_TPI	mM	NaN	NaN	NaN	1e-06	1000	C00661	R01015
Michaelis constant	M_etoh_c	R_ALCD2x	mM	NaN	NaN	NaN	1e-06	1000	C00469	R00754
Michaelis constant	M_etoh_c	R_ETOHtrpp	mM	NaN	NaN	NaN	1e-06	1000	C00469	
Michaelis constant	M_so3_c	R_PAPSR	mM	NaN	NaN	NaN	1e-06	1000	C00094	R02021
Michaelis constant	M_so3_c	R_SULR	mM	NaN	NaN	NaN	1e-06	1000	C00094	R00858
Michaelis constant	M_met__L_c	R_METS	mM	NaN	NaN	NaN	1e-06	1000	C01733	R00946
Michaelis constant	M_met__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000	C01733	
Michaelis constant	M_aicar_c	R_ADSL2r	mM	NaN	NaN	NaN	1e-06	1000	C04677	R04559
Michaelis constant	M_aicar_c	R_IG3PS	mM	NaN	NaN	NaN	1e-06	1000	C04677	R04558
Michaelis constant	M_aicar_c	R_AICART	mM	NaN	NaN	NaN	1e-06	1000	C04677	R04560
Michaelis constant	M_5aizc_c	R_AIRC3	mM	NaN	NaN	NaN	1e-06	1000	C04751	R07405
Michaelis constant	M_5aizc_c	R_PRASCSi	mM	NaN	NaN	NaN	1e-06	1000	C04751	R04591
Michaelis constant	M_ac_e	R_EX_ac_e	mM	NaN	NaN	NaN	1e-06	1000	C00033	
Michaelis constant	M_ac_e	R_ACtex	mM	NaN	NaN	NaN	1e-06	1000	C00033	
Michaelis constant	M_glx_c	R_ICL	mM	NaN	NaN	NaN	1e-06	1000	C00048	R00479
Michaelis constant	M_glx_c	R_MALS	mM	NaN	NaN	NaN	1e-06	1000	C00048	R00472
Michaelis constant	M_etoh_e	R_ETOHtex	mM	NaN	NaN	NaN	1e-06	1000	C00469	
Michaelis constant	M_etoh_e	R_EX_etoh_e	mM	NaN	NaN	NaN	1e-06	1000	C00469	
Michaelis constant	M_glcn_p	R_GLCNtex	mM	NaN	NaN	NaN	1e-06	1000	C00257	
Michaelis constant	M_glcn_p	R_GLCNt2rpp	mM	NaN	NaN	NaN	1e-06	1000	C00257	
Michaelis constant	M_air_c	R_AIRC2	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_air_c	R_PRAIS	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_6pgc_c	R_PGL	mM	NaN	NaN	NaN	1e-06	1000	C00345	R02035
Michaelis constant	M_6pgc_c	R_GND	mM	NaN	NaN	NaN	1e-06	1000	C00345	R01528
Michaelis constant	M_6pgc_c	R_GNK	mM	NaN	NaN	NaN	1e-06	1000	C00345	R01737
Michaelis constant	M_nh4_c	R_GLYCL	mM	NaN	NaN	NaN	1e-06	1000	C00014	R01221
Michaelis constant	M_nh4_c	R_ASNS2	mM	NaN	NaN	NaN	1e-06	1000	C00014	R00483
Michaelis constant	M_nh4_c	R_GLUN	mM	NaN	NaN	NaN	1e-06	1000	C00014	R00256
Michaelis constant	M_nh4_c	R_CYSTL	mM	NaN	NaN	NaN	1e-06	1000	C00014	R01286
Michaelis constant	M_nh4_c	R_NH4tpp	mM	NaN	NaN	NaN	1e-06	1000	C00014	
Michaelis constant	M_nh4_c	R_GLUDy	mM	NaN	NaN	NaN	1e-06	1000	C00014	R00248
Michaelis constant	M_nh4_c	R_THRD_L	mM	NaN	NaN	NaN	1e-06	1000	C00014	R00996
Michaelis constant	M_nh4_c	R_GLNS	mM	NaN	NaN	NaN	1e-06	1000	C00014	R00253
Michaelis constant	M_nh4_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000	C00014	
Michaelis constant	M_tdec2eACP_c	R_T2DECAI	mM	NaN	NaN	NaN	1e-06	1000	C05754	
Michaelis constant	M_tdec2eACP_c	R_EAR100y	mM	NaN	NaN	NaN	1e-06	1000	C05754	
Michaelis constant	M_tdec2eACP_c	R_EAR100x	mM	NaN	NaN	NaN	1e-06	1000	C05754	
Michaelis constant	M_tdec2eACP_c	R_3HAD100	mM	NaN	NaN	NaN	1e-06	1000	C05754	R04535
Michaelis constant	M_hdeACP_c	R_EAR161x	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_hdeACP_c	R_3OAS181	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_hdeACP_c	R_ACPPAT161	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_hdeACP_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_pi_c	R_G5SD	mM	NaN	NaN	NaN	1e-06	1000	C00009	R03313
Michaelis constant	M_pi_c	R_PPA	mM	NaN	NaN	NaN	1e-06	1000	C00009	R00004
Michaelis constant	M_pi_c	R_FBP	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_PSCVT	mM	NaN	NaN	NaN	1e-06	1000	C00009	R03460
Michaelis constant	M_pi_c	R_PTAr	mM	NaN	NaN	NaN	1e-06	1000	C00009	R00230
Michaelis constant	M_pi_c	R_CHORS	mM	NaN	NaN	NaN	1e-06	1000	C00009	R01714
Michaelis constant	M_pi_c	R_PPS	mM	NaN	NaN	NaN	1e-06	1000	C00009	R00199
Michaelis constant	M_pi_c	R_ACCOAC	mM	NaN	NaN	NaN	1e-06	1000	C00009	R00742
Michaelis constant	M_pi_c	R_AGPR	mM	NaN	NaN	NaN	1e-06	1000	C00009	R03443
Michaelis constant	M_pi_c	R_PPC	mM	NaN	NaN	NaN	1e-06	1000	C00009	R00345
Michaelis constant	M_pi_c	R_G3PT	mM	NaN	NaN	NaN	1e-06	1000	C00009	R00841
Michaelis constant	M_pi_c	R_SADT2	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_CTPS2	mM	NaN	NaN	NaN	1e-06	1000	C00009	R00573
Michaelis constant	M_pi_c	R_ADSS	mM	NaN	NaN	NaN	1e-06	1000	C00009	R01135
Michaelis constant	M_pi_c	R_ASPCT	mM	NaN	NaN	NaN	1e-06	1000	C00009	R01397
Michaelis constant	M_pi_c	R_THRS	mM	NaN	NaN	NaN	1e-06	1000	C00009	R01466
Michaelis constant	M_pi_c	R_DDPA	mM	NaN	NaN	NaN	1e-06	1000	C00009	R01826
Michaelis constant	M_pi_c	R_BPNT	mM	NaN	NaN	NaN	1e-06	1000	C00009	R00188
Michaelis constant	M_pi_c	R_ASAD	mM	NaN	NaN	NaN	1e-06	1000	C00009	R02291
Michaelis constant	M_pi_c	R_OCBT	mM	NaN	NaN	NaN	1e-06	1000	C00009	R01398
Michaelis constant	M_pi_c	R_PRAGSr	mM	NaN	NaN	NaN	1e-06	1000	C00009	R04144
Michaelis constant	M_pi_c	R_PRFGS	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_AIRC2	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_GAPD	mM	NaN	NaN	NaN	1e-06	1000	C00009	R01061
Michaelis constant	M_pi_c	R_CBPS	mM	NaN	NaN	NaN	1e-06	1000	C00009	R00575
Michaelis constant	M_pi_c	R_PSP_L	mM	NaN	NaN	NaN	1e-06	1000	C00009	R00582
Michaelis constant	M_pi_c	R_SULabcpp	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_ATPS4rpp	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_PRASCSi	mM	NaN	NaN	NaN	1e-06	1000	C00009	R04591
Michaelis constant	M_pi_c	R_RIBabcpp	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_GLNabcpp	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_ATPM	mM	NaN	NaN	NaN	1e-06	1000	C00009	R00086
Michaelis constant	M_pi_c	R_NTP5	mM	NaN	NaN	NaN	1e-06	1000	C00009	R00569
Michaelis constant	M_pi_c	R_GLNS	mM	NaN	NaN	NaN	1e-06	1000	C00009	R00253
Michaelis constant	M_pi_c	R_SUCOAS	mM	NaN	NaN	NaN	1e-06	1000	C00009	R00405
Michaelis constant	M_pi_c	R_PRAIS	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_HISTP	mM	NaN	NaN	NaN	1e-06	1000	C00009	R03013
Michaelis constant	M_pi_c	R_DHQS	mM	NaN	NaN	NaN	1e-06	1000	C00009	R03083
Michaelis constant	M_pi_c	R_ACPPAT161	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_ACPPAT180	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_ACPPAT181	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_APH161	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_APH180	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_APH181	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_PIt2rpp	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_PItpp	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_pi_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000	C00009	
Michaelis constant	M_argsuc_c	R_ARGSS	mM	NaN	NaN	NaN	1e-06	1000	C03406	R01954
Michaelis constant	M_argsuc_c	R_ARGSL	mM	NaN	NaN	NaN	1e-06	1000	C03406	R01086
Michaelis constant	M_nh4_p	R_NH4tpp	mM	NaN	NaN	NaN	1e-06	1000	C00014	
Michaelis constant	M_nh4_p	R_NH4tex	mM	NaN	NaN	NaN	1e-06	1000	C00014	
Michaelis constant	M_chor_c	R_ANS	mM	NaN	NaN	NaN	1e-06	1000	C00251	R00986
Michaelis constant	M_chor_c	R_CHORM	mM	NaN	NaN	NaN	1e-06	1000	C00251	R01715
Michaelis constant	M_chor_c	R_CHORS	mM	NaN	NaN	NaN	1e-06	1000	C00251	R01714
Michaelis constant	M_hom__L_c	R_HSK	mM	NaN	NaN	NaN	1e-06	1000	C00263	R01771
Michaelis constant	M_hom__L_c	R_HSST	mM	NaN	NaN	NaN	1e-06	1000	C00263	R01777
Michaelis constant	M_hom__L_c	R_HSDy	mM	NaN	NaN	NaN	1e-06	1000	C00263	R01775
Michaelis constant	M_dgdp_c	R_NDPK5	mM	NaN	NaN	NaN	1e-06	1000	C00361	R01857
Michaelis constant	M_dgdp_c	R_RNDR2b	mM	NaN	NaN	NaN	1e-06	1000	C00361	
Michaelis constant	M_dgdp_c	R_RNDR2	mM	NaN	NaN	NaN	1e-06	1000	C00361	R02019
Michaelis constant	M_q8h2_c	R_DHORD2	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_q8h2_c	R_CYTBDpp	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_q8h2_c	R_CYTBO3_4pp	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_q8h2_c	R_SUCDi	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_q8h2_c	R_NADH16pp	mM	NaN	NaN	NaN	1e-06	1000		
Michaelis constant	M_3odecACP_c	R_3OAS100	mM	NaN	NaN	NaN	1e-06	1000	C05753	
Michaelis constant	M_3odecACP_c	R_3OAR100	mM	NaN	NaN	NaN	1e-06	1000	C05753	R04534
Michaelis constant	M_tyr__L_c	R_TYRTA	mM	NaN	NaN	NaN	1e-06	1000	C00082	R00734
Michaelis constant	M_tyr__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000	C00082	
Michaelis constant	M_cys__L_c	R_CYSS	mM	NaN	NaN	NaN	1e-06	1000	C00736	R00897
Michaelis constant	M_cys__L_c	R_SHSL1	mM	NaN	NaN	NaN	1e-06	1000	C00736	R03260
Michaelis constant	M_cys__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000	C00736	
Michaelis constant	M_xylu__D_c	R_XYLK	mM	NaN	NaN	NaN	1e-06	1000	C00310	R01639
Michaelis constant	M_xylu__D_c	R_XYLI1	mM	NaN	NaN	NaN	1e-06	1000	C00310	R01432
Michaelis constant	M_h2s_c	R_CYSS	mM	NaN	NaN	NaN	1e-06	1000	C00283	R00897
Michaelis constant	M_h2s_c	R_SULR	mM	NaN	NaN	NaN	1e-06	1000	C00283	R00858
Michaelis constant	M_e4p_c	R_TALA	mM	NaN	NaN	NaN	1e-06	1000	C00279	R01827
Michaelis constant	M_e4p_c	R_DDPA	mM	NaN	NaN	NaN	1e-06	1000	C00279	R01826
Michaelis constant	M_e4p_c	R_TKT2	mM	NaN	NaN	NaN	1e-06	1000	C00279	R01830
Michaelis constant	M_trp__L_c	R_TRPS2	mM	NaN	NaN	NaN	1e-06	1000	C00806	R00674
Michaelis constant	M_trp__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000	C00806	
Michaelis constant	M_acser_c	R_SERAT	mM	NaN	NaN	NaN	1e-06	1000	C00979	R00586
Michaelis constant	M_acser_c	R_CYSS	mM	NaN	NaN	NaN	1e-06	1000	C00979	R00897
Michaelis constant	M_lys__L_c	R_DAPDC	mM	NaN	NaN	NaN	1e-06	1000	C00047	R00451
Michaelis constant	M_lys__L_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000	C00047	
Michaelis constant	M_dudp_c	R_NDPK6	mM	NaN	NaN	NaN	1e-06	1000	C01346	R02331
Michaelis constant	M_dudp_c	R_RNDR4	mM	NaN	NaN	NaN	1e-06	1000	C01346	R02018
Michaelis constant	M_atp_c	R_NDPK5	mM	NaN	NaN	NaN	1e-06	1000	C00002	R01857
Michaelis constant	M_atp_c	R_NDPK6	mM	NaN	NaN	NaN	1e-06	1000	C00002	R02331
Michaelis constant	M_atp_c	R_NDPK8	mM	NaN	NaN	NaN	1e-06	1000	C00002	R01137
Michaelis constant	M_atp_c	R_PPCK	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00341
Michaelis constant	M_atp_c	R_XYLK	mM	NaN	NaN	NaN	1e-06	1000	C00002	R01639
Michaelis constant	M_atp_c	R_RBK	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_GLYK	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00847
Michaelis constant	M_atp_c	R_PYK	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00200
Michaelis constant	M_atp_c	R_ACKr	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00315
Michaelis constant	M_atp_c	R_PPS	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00199
Michaelis constant	M_atp_c	R_PGK	mM	NaN	NaN	NaN	1e-06	1000	C00002	R01512
Michaelis constant	M_atp_c	R_ACCOAC	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00742
Michaelis constant	M_atp_c	R_ARGSS	mM	NaN	NaN	NaN	1e-06	1000	C00002	R01954
Michaelis constant	M_atp_c	R_SADT2	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_AACPS1	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_UMPK	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00158
Michaelis constant	M_atp_c	R_CTPS2	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00573
Michaelis constant	M_atp_c	R_NDPK7	mM	NaN	NaN	NaN	1e-06	1000	C00002	R02326
Michaelis constant	M_atp_c	R_ADK1	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00127
Michaelis constant	M_atp_c	R_NDPK2	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00156
Michaelis constant	M_atp_c	R_NDPK4	mM	NaN	NaN	NaN	1e-06	1000	C00002	R02093
Michaelis constant	M_atp_c	R_ASNS2	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00483
Michaelis constant	M_atp_c	R_HSK	mM	NaN	NaN	NaN	1e-06	1000	C00002	R01771
Michaelis constant	M_atp_c	R_DTMPK	mM	NaN	NaN	NaN	1e-06	1000	C00002	R02094
Michaelis constant	M_atp_c	R_NDPK1	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00330
Michaelis constant	M_atp_c	R_GMPS2	mM	NaN	NaN	NaN	1e-06	1000	C00002	R01231
Michaelis constant	M_atp_c	R_AACPS3	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_ATPPRT	mM	NaN	NaN	NaN	1e-06	1000	C00002	R01071
Michaelis constant	M_atp_c	R_PRPPS	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_ASPK	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00480
Michaelis constant	M_atp_c	R_GLYCK2	mM	NaN	NaN	NaN	1e-06	1000	C00002	R08572
Michaelis constant	M_atp_c	R_PRAGSr	mM	NaN	NaN	NaN	1e-06	1000	C00002	R04144
Michaelis constant	M_atp_c	R_PRFGS	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_AIRC2	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_CBPS	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00575
Michaelis constant	M_atp_c	R_GLU5K	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00239
Michaelis constant	M_atp_c	R_ADSK	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00509
Michaelis constant	M_atp_c	R_SULabcpp	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_ATPS4rpp	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_GK1	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00332
Michaelis constant	M_atp_c	R_PRASCSi	mM	NaN	NaN	NaN	1e-06	1000	C00002	R04591
Michaelis constant	M_atp_c	R_RIBabcpp	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_GLNabcpp	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_ACGK	mM	NaN	NaN	NaN	1e-06	1000	C00002	R02649
Michaelis constant	M_atp_c	R_GNK	mM	NaN	NaN	NaN	1e-06	1000	C00002	R01737
Michaelis constant	M_atp_c	R_ATPM	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00086
Michaelis constant	M_atp_c	R_SHKK	mM	NaN	NaN	NaN	1e-06	1000	C00002	R02412
Michaelis constant	M_atp_c	R_GLNS	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00253
Michaelis constant	M_atp_c	R_SUCOAS	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00405
Michaelis constant	M_atp_c	R_PRAIS	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_AACPS8	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_AACPS9	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_AACPS6	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_AACPS7	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_PFK	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_ASNS1	mM	NaN	NaN	NaN	1e-06	1000	C00002	R00578
Michaelis constant	M_atp_c	R_RNTR1c2	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_atp_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000	C00002	
Michaelis constant	M_indole_c	R_TRPS2	mM	NaN	NaN	NaN	1e-06	1000	C00463	R00674
Michaelis constant	M_indole_c	R_TRPS3	mM	NaN	NaN	NaN	1e-06	1000	C00463	R02340
Michaelis constant	M_eig3p_c	R_IGPDH	mM	NaN	NaN	NaN	1e-06	1000	C04666	R03457
Michaelis constant	M_eig3p_c	R_IG3PS	mM	NaN	NaN	NaN	1e-06	1000	C04666	R04558
Michaelis constant	M_26dap__M_c	R_DAPE	mM	NaN	NaN	NaN	1e-06	1000	C00680	R02735
Michaelis constant	M_26dap__M_c	R_DAPDC	mM	NaN	NaN	NaN	1e-06	1000	C00680	R00451
Michaelis constant	M_26dap__M_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000	C00680	
Michaelis constant	M_thf_c	R_GLYCL	mM	NaN	NaN	NaN	1e-06	1000	C00101	R01221
Michaelis constant	M_thf_c	R_GHMT2r	mM	NaN	NaN	NaN	1e-06	1000	C00101	R00945
Michaelis constant	M_thf_c	R_GARFT	mM	NaN	NaN	NaN	1e-06	1000	C00101	R04325
Michaelis constant	M_thf_c	R_METS	mM	NaN	NaN	NaN	1e-06	1000	C00101	R00946
Michaelis constant	M_thf_c	R_DHFR	mM	NaN	NaN	NaN	1e-06	1000	C00101	R00939
Michaelis constant	M_thf_c	R_AICART	mM	NaN	NaN	NaN	1e-06	1000	C00101	R04560
Michaelis constant	M_thf_c	R_RBIO	mM	NaN	NaN	NaN	1e-06	1000	C00101	
Michaelis constant	M_orot5p_c	R_OMPDC	mM	NaN	NaN	NaN	1e-06	1000	C01103	R00965
Michaelis constant	M_orot5p_c	R_ORPT	mM	NaN	NaN	NaN	1e-06	1000	C01103	R01870
Michaelis constant	M_h_e	R_EX_h_e	mM	NaN	NaN	NaN	1e-06	1000	C00080	
Michaelis constant	M_h_e	R_Htex	mM	NaN	NaN	NaN	1e-06	1000	C00080	
Michaelis constant	M_gln__L_p	R_GLNtex	mM	NaN	NaN	NaN	1e-06	1000	C00064	
Michaelis constant	M_gln__L_p	R_GLNabcpp	mM	NaN	NaN	NaN	1e-06	1000	C00064	
Michaelis constant	M_glyc_p	R_GLYCtex	mM	NaN	NaN	NaN	1e-06	1000	C00116	
Michaelis constant	M_glyc_p	R_GLYCtpp	mM	NaN	NaN	NaN	1e-06	1000	C00116	
